,activity_id,additional_allowed_model_components,description,end_year,experiment,experiment_id,min_number_yrs_per_sim,parent_activity_id,parent_experiment_id,required_model_components,start_year,sub_experiment_id,tier
179,['LS3MIP'],['BGC'],Land only simulations,2014,as land-hist with WFDEI forcings,land-hist-wfdei,165,['no parent'],['no parent'],['LAND'],1850,['none'],2
180,['LUMIP'],[''],Same as land-hist but with anthropogenic ignition and suppression held to 1850 levels,2014,historical land-only with no human fire management,land-noFire,165,['no parent'],['no parent'],"['LAND', 'BGC']",1850 or 1700,['none'],2
181,['LUMIP'],['BGC'],Same as land-hist except no land-use change,2014,historical land-only with no land-use change,land-noLu,165,['no parent'],['no parent'],['LAND'],1850 or 1700,['none'],1
182,['LUMIP'],[''],"Same as land-hist but with grazing and other management on pastureland held at 1850 levels/distribution, i.e. all new pastureland is treated as unmanaged grassland (as in land-crop-grass)",2014,historical land-only with constant pastureland,land-noPasture,165,['no parent'],['no parent'],"['LAND', 'BGC']",1850 or 1700,['none'],2
183,['LUMIP'],[''],Same as land-hist except shifting cultivation turned off. An additional LUC transitions dataset will be provided as a data layer within LUMIP LUH2 dataset with shifting cultivation deactivated,2014,historical land-only with shifting cultivation turned off,land-noShiftCultivate,165,['no parent'],['no parent'],"['LAND', 'BGC']",1850 or 1700,['none'],2
184,['LUMIP'],[''],Same as land-hist but with wood harvest maintained at 1850 amounts/areas,2014,historical land-only with no wood harvest,land-noWoodHarv,165,['no parent'],['no parent'],"['LAND', 'BGC']",1850 or 1700,['none'],2
185,['LS3MIP'],['BGC'],land only simulation for ssp1-2.6,2100,future ssp1-2.6 land only,land-ssp126,86,['no parent'],['no parent'],['LAND'],2015,['none'],1
186,['LS3MIP'],['BGC'],land only simulation for ssp4-3.4,2100,future ssp4-3.4 land only,land-ssp434,86,['no parent'],['no parent'],['LAND'],2015,['none'],2
187,['LS3MIP'],['BGC'],land only simulation for ssp5-8.5,2100,future ssp5-8.5 land only,land-ssp585,86,['no parent'],['no parent'],['LAND'],2015,['none'],1
188,['LS3MIP'],"['AER', 'CHEM', 'BGC']",Initialized pseudo-observations land,2014,"initialized from ""historical"" run year 1980, but with land conditions initialized from pseudo-observations",lfmip-initLC,35,['CMIP'],['historical'],['AOGCM'],1980,['none'],2
189,['LS3MIP'],"['AER', 'CHEM', 'BGC']",Prescribed land conditions 1980-2014 climate,2100,"prescribed land conditions (from current climate climatology) and initialized from ""historical"" run year 1980",lfmip-pdLC,121,['CMIP'],['historical'],['AOGCM'],1980,['none'],1
190,['LS3MIP'],"['AER', 'CHEM', 'BGC']",Prescribed land conditions 1980-2014 climate with Land-Hist-cruNcep,2100,as LFMIP-pdLC with Land-Hist-cruNcep,lfmip-pdLC-cruNcep,121,['CMIP'],['historical'],['AOGCM'],1980,['none'],2
191,['LS3MIP'],"['AER', 'CHEM', 'BGC']",Prescribed land conditions 1980-2014 climate with Land-Hist-princeton,2100,as LFMIP-pdLC with Land-Hist-princeton,lfmip-pdLC-princeton,121,['CMIP'],['historical'],['AOGCM'],1980,['none'],2
192,['LS3MIP'],"['AER', 'CHEM', 'BGC']",Prescribed land conditions 1980-2014 climate with Land-Hist-wfdei,2100,as LFMIP-pdLC with Land-Hist-wfdei,lfmip-pdLC-wfdei,121,['CMIP'],['historical'],['AOGCM'],1980,['none'],2
193,['LS3MIP'],"['AER', 'CHEM', 'BGC']",Prescribed land conditions 30yr running mean,2100,"prescribed land conditions (from running mean climatology) and initialized from ""historical"" run year 1980",lfmip-rmLC,121,['CMIP'],['historical'],['AOGCM'],1980,['none'],2
194,['LS3MIP'],"['AER', 'CHEM', 'BGC']",Prescribed land conditions 30yr running mean with Land-Hist-cruNcep,2100,as LFMIP-rmLC with Land-Hist-cruNcep,lfmip-rmLC-cruNcep,121,['CMIP'],['historical'],['AOGCM'],1980,['none'],2
195,['LS3MIP'],"['AER', 'CHEM', 'BGC']",Prescribed land conditions 30yr running mean with Land-Hist-princeton,2100,as LFMIP-rmLC with Land-Hist-princeton,lfmip-rmLC-princeton,121,['CMIP'],['historical'],['AOGCM'],1980,['none'],2
196,['LS3MIP'],"['AER', 'CHEM', 'BGC']",Prescribed land conditions 30yr running mean with Land-Hist-wfdei,2100,as LFMIP-rmLC with Land-Hist-wfdei,lfmip-rmLC-wfdei,121,['CMIP'],['historical'],['AOGCM'],1980,['none'],2
197,['PMIP'],"['AER', 'CHEM', 'BGC']","main forcings: ice-sheet; trace gases, astronomical parameters, dust (forcing, or feedback if dust cycle represented in model)",,last glacial maximum,lgm,100,['no parent'],['no parent'],['AOGCM'],,['none'],1
198,['PMIP'],"['AER', 'CHEM', 'BGC']","main forcings: astronomical parameters, trace gases, dust (forcing, or feedback if dust cycle represented in model)",,last interglacial (127k),lig127k,100,['no parent'],['no parent'],['AOGCM'],,['none'],1
199,['PMIP'],"['AER', 'CHEM', 'BGC']","main forcings: trace gases, orbital parameters, dust (forcing, or feedback if dust cycle represented in model)",,mid-Holocene,midHolocene,200,['no parent'],['no parent'],['AOGCM'],,['none'],1
200,['PMIP'],"['AER', 'CHEM', 'BGC']","main forcings: trace gases, orography, ice-sheet",,mid-Pliocene warm period,midPliocene-eoi400,100,['no parent'],['no parent'],['AOGCM'],,['none'],1
201,['PAMIP'],"['AER', 'CHEM', 'BGC']",PA4.2: investigate role of background state in response to Arctic sea ice,2001,Atmosphere time slice with present day coupled model SST and future Arctic SIC,modelSST-futArcSIC,1,['CMIP'],['amip'],['AGCM'],2000,['none'],3
202,['PAMIP'],"['AER', 'CHEM', 'BGC']",PA4.1: atmosphere only model present day control with coupled model SST,2001,Atmosphere time slice present day control with coupled model SST,modelSST-pdSIC,1,['CMIP'],['amip'],['AGCM'],2000,['none'],3
203,['OMIP'],['BGC'],"Global ocean - sea-ice coupled experiment forced with the Coordinated Ocean - ice Reference Experiments inter-annually varying atmospheric and river data sets for years 1948-2009. Initial ocean tracer fields are based on observations. Simulation length for at least 5 cycles of the 62-year forcing is required. The 5-cycle length is recommended to facilitate intercomparison within the experiment by using a common simulation length, but a longer simulation length is also accepted. For each simulation, set the beginning of the simulation (e.g., 1700 and 1638 for the 5-cycle and 6-cycle simulation, respectively) as the 'base time' of the time axis. Simulations with different simulation lengths by a single model are treated as members of an ensemble. Thus, different 'realization' indexes (e.g., r1, r2, r3, ...) should be used in a global attribute named 'variant_index' (e.g., r1i1p1f1). It is requested that information relevant to understanding the differences in members of an ensemble of simulations is reported in a global attribute named 'variant_info'. This information should also be recorded in the ES-DOC documentation of each experiment performed by a model and be made available via the 'further_info_url' attribute. All Priority=1 OMIP diagnostics (Omon, Oyr) are requested for all cycles of the 62-year forcing to quantify drift. All OMIP diagnostics (Priority=1,2,3) are requested for the last cycle",,"OMIP experiment forced by Large and Yeager (CORE-2, NCEP) atmospheric data set and initialized with observed physical and biogeochemical ocean data",omip1,310,['no parent'],['no parent'],['OGCM'],,['none'],1
204,['OMIP'],[],"Same as the omip1 experiment except that it is not initialized with observed climatologies; rather it is initialized with results from at least a 2000-year spin up of the coupled physical-biogeochemical models. The spin up simulations may be made with the classic online or offline approach, or with tracer-acceleration techniques or fast solvers. If an online approach is used, at the end of the 5th cycle of CORE-II forcing, the model's physical fields should be reinitialized to the values at the start of the 3rd cycle in order to avoid long-term drift in those fields and to assure that they will not diverge greatly from physical fields in the omip1 simulation. The spin up also includes radiocarbon to evaluate deep-ocean circulation",,"OMIP experiment forced by Large and Yeager (CORE-2, NCEP) atmospheric data set and initialized from at least a 2000-year spin up of the coupled physical-biogeochemical model",omip1-spunup,310,['no parent'],['no parent'],"['OGCM', 'BGC']",,['none'],2
205,['OMIP'],['BGC'],"Global ocean - sea-ice coupled experiment forced with the JRA55-do inter-annually varying atmospheric and river data sets for years 1958-2018. Initial ocean tracer fields are based on observations. Simulation length for at least 6 cycles of the 61-year forcing is required. The 6-cycle length is recommended to facilitate intercomparison within the experiment by using a common simulation length, but a longer simulation length is also accepted. In each simulation, set the beginning of the simulation (e.g., 1653 for the 6-cycle simulation) as the 'base time' of the time axis. Simulations with different simulation lengths by a single model are treated as members of an ensemble. Thus, different 'realization' indexes (e.g., r1, r2, r3, ...) should be used in a global attribute named 'variant_index' (e.g., r1i1p1f1). It is requested that information relevant to understanding the differences in members of an ensemble of simulations is reported in a global attribute named 'variant_info'. This information should also be recorded in the ES-DOC documentation of each experiment performed by a model and be made available via the 'further_info_url' attribute. All Priority=1 OMIP diagnostics (Omon, Oyr) are requested for all cycles of the 61-year forcing to quantify drift. All OMIP diagnostics (Priority=1,2,3) are requested for the last cycle",,OMIP experiment forced by JRA55-do atmospheric data set and initialized with observed physical and biogeochemical ocean data,omip2,366,['no parent'],['no parent'],['OGCM'],,['none'],3
206,['OMIP'],[],"Same as the omip2 experiment except that it is not initialized with observed climatologies; rather it is initialized with results from at least a 2000-year spin up of the coupled physical-biogeochemical models. The spin up simulations may be made with the classic online or offline approach, or with tracer-acceleration techniques or fast solvers. If an online approach is used, at the end of the 6th cycle of the JRA55-do forcing, the model's physical fields should be reinitialized to the values at the start of the 4th cycle in order to avoid long-term drift in those fields and to assure that they will not diverge greatly from physical fields in the omip2 simulation. The spin up also includes radiocarbon to evaluate deep-ocean circulation",,OMIP experiment forced by JRA55-do atmospheric data set and initialized from at least a 2000-year spin up of the coupled physical-biogeochemical model,omip2-spunup,366,['no parent'],['no parent'],"['OGCM', 'BGC']",,['none'],3
207,['PAMIP'],"['AER', 'CHEM', 'BGC']",PA2.5: investigate response to Antarctic sea ice in coupled model,2001,Partially-coupled time slice constrained by future Antarctic SIC,pa-futAntSIC,1,['CMIP'],['historical'],['AOGCM'],2000,['none'],2
208,['PAMIP'],"['AER', 'CHEM', 'BGC']",PA6.3: investigate decadal and longer timescale response to Antarctic sea ice,2099,Partially-coupled extended simulation with future Antarctic SIC,pa-futAntSIC-ext,100,['CMIP'],['historical'],['AOGCM'],2000,['none'],3
209,['PAMIP'],"['AER', 'CHEM', 'BGC']",PA2.3: investigate response to Arctic sea ice in coupled model,2001,Partially-coupled time slice constrained by future Arctic SIC,pa-futArcSIC,1,['CMIP'],['historical'],['AOGCM'],2000,['none'],2
210,['PAMIP'],"['AER', 'CHEM', 'BGC']",PA6.2: investigate decadal and longer timescale response to Arctic sea ice,2099,Partially-coupled extended simulation with future Arctic SIC,pa-futArcSIC-ext,100,['CMIP'],['historical'],['AOGCM'],2000,['none'],3
211,['PAMIP'],"['AER', 'CHEM', 'BGC']",PA2.1: coupled model present day control constrained by oberved sea ice,2001,Partially-coupled time slice contrained by present day SIC,pa-pdSIC,1,['CMIP'],['historical'],['AOGCM'],2000,['none'],2
212,['PAMIP'],"['AER', 'CHEM', 'BGC']",PA6.1: centennial coupled model present day control constrained by oberved sea ice,2099,Partially-coupled extended simulation constrained by present day SIC,pa-pdSIC-ext,100,['CMIP'],['historical'],['AOGCM'],2000,['none'],3
213,['PAMIP'],"['AER', 'CHEM', 'BGC']",PA2.4: investigate response to Antarctic sea ice in coupled model,2001,Partially-coupled time slice with pre-industrial Antarctic SIC,pa-piAntSIC,1,['CMIP'],['historical'],['AOGCM'],2000,['none'],2
214,['PAMIP'],"['AER', 'CHEM', 'BGC']",PA2.2: investigate response to Arctic sea ice in coupled model,2001,Partially-coupled time slice constrained by pre-industrial Arctic SIC,pa-piArcSIC,1,['CMIP'],['historical'],['AOGCM'],2000,['none'],2
215,['PMIP'],"['AER', 'CHEM', 'BGC']","main forcings: trace gases, volcanoes, solar variability, land use",1849,last millennium,past1000,1000,['no parent'],['no parent'],['AOGCM'],850,['none'],1
216,['PMIP'],"['AER', 'CHEM', 'BGC']","Parallel experiment to past1000. Instead of the complete forcing set, only solar (TSI, SSI) forcing is considered",1849,last millennium experiment using only solar forcing,past1000-solaronly,1000,['no parent'],['no parent'],['AOGCM'],850,['none'],2
217,['PMIP'],"['AER', 'CHEM', 'BGC']","Parallel experiment to past1000. Instead of the complete forcing set, only volcanic forcing is considered",1849,last millennium experiment using only volcanic forcing,past1000-volconly,1000,['no parent'],['no parent'],['AOGCM'],850,['none'],2
218,['PMIP'],"['AER', 'CHEM', 'BGC']","Experiment extending the past1000 simulation back in time to include the first millennium CE. Main forcings: trace gases, volcanoes, solar variability, land-use. past1000 forcings data sets include the first millennium, except for land-use. For the latter, a linear ramp-up to 850CE values is recommended",1849,last two millennia experiment,past2k,1849,['no parent'],['no parent'],['AOGCM'],1,['none'],3
219,['PAMIP'],"['AER', 'CHEM', 'BGC']",PA1.8: investigate response to Antarctic sea ice and its role in polar amplification,2001,Atmosphere time slice with present day SST and future Antarctic SIC,pdSST-futAntSIC,1,['CMIP'],['amip'],['AGCM'],2000,['none'],1
220,['PAMIP'],"['AER', 'CHEM', 'BGC']",PA1.6: investigate response to Arctic sea ice and its role in polar amplification,2001,Atmosphere time slice with present day SST and future Arctic SIC,pdSST-futArcSIC,1,['CMIP'],['amip'],['AGCM'],2000,['none'],1
221,['PAMIP'],"['AER', 'CHEM', 'BGC']",PA1.10: investigate role of sea ice thickness in response to Arctic sea ice,2001,Atmosphere time slice with present day SST and future Arctic SIC and sea ice thickness,pdSST-futArcSICSIT,1,['CMIP'],['amip'],['AGCM'],2000,['none'],3
222,['PAMIP'],"['AER', 'CHEM', 'BGC']",PA3.2: investigate response to sea ice in Barents and Kara Seas,2001,Atmosphere time slice with present day SST and future Barents and Kara Seas SIC,pdSST-futBKSeasSIC,1,['CMIP'],['amip'],['AGCM'],2000,['none'],3
223,['PAMIP'],"['AER', 'CHEM', 'BGC']",PA3.1: investigate response to sea ice in Sea of Okhotsk,2001,Atmosphere time slice with present day SST and future Sea of Okhotsk SIC,pdSST-futOkhotskSIC,1,['CMIP'],['amip'],['AGCM'],2000,['none'],3
224,['PAMIP'],"['AER', 'CHEM', 'BGC']",PA1.1: atmosphere only model present day control,2001,Atmosphere time slice with present day SST and SIC,pdSST-pdSIC,1,['CMIP'],['amip'],['AGCM'],2000,['none'],1
225,['PAMIP'],"['AER', 'CHEM', 'BGC']",PA1.9: atmosphere only model present day control with sea ice thickness,2001,Atmosphere time slice constrained by present day conditions including sea ice thickness,pdSST-pdSICSIT,1,['CMIP'],['amip'],['AGCM'],2000,['none'],3
226,['PAMIP'],"['AER', 'CHEM', 'BGC']",PA1.7: investigate response to Antarctic sea ice and its role in polar amplification,2001,Atmosphere time slice with present day SST and pre-industrial Antarctic SIC,pdSST-piAntSIC,1,['CMIP'],['amip'],['AGCM'],2000,['none'],1
227,['PAMIP'],"['AER', 'CHEM', 'BGC']",PA1.5: investigate response to Arctic sea ice and its role in polar amplification,2001,Atmosphere time slice with present day SST and pre-industrial Arctic SIC,pdSST-piArcSIC,1,['CMIP'],['amip'],['AGCM'],2000,['none'],1
228,['AerChemMIP'],"['CHEM', 'BGC']",1850 control with doubled emissions of DMS,,"pre-industrial climatological SSTs and forcing, but with doubled emissions of DMS",piClim-2xDMS,30,['CMIP'],['piControl'],"['AGCM', 'AER']",,['none'],3
229,['AerChemMIP'],['BGC'],1850 control with doubled emissions of lightning NOx,,"pre-industrial climatological SSTs and forcing, but with doubled production of NOx due to lightning",piClim-2xNOx,30,['CMIP'],['piControl'],"['AGCM', 'AER', 'CHEM']",,['none'],3
230,['AerChemMIP'],['BGC'],1850 control with doubled emissions of biogenic VOCs,,"pre-industrial climatological SSTs and forcing, but with doubled emissions of biogenic VOCs",piClim-2xVOC,30,['CMIP'],['piControl'],"['AGCM', 'AER', 'CHEM']",,['none'],3
231,['AerChemMIP'],"['CHEM', 'BGC']",1850 control with doubled dust emissions,,"pre-industrial climatological SSTs and forcing, but with doubled emissions of dust",piClim-2xdust,30,['CMIP'],['piControl'],"['AGCM', 'AER']",,['none'],2
232,['AerChemMIP'],"['CHEM', 'BGC']",1850 control with doubled emissions of fires,,"pre-industrial climatological SSTs and forcing, but with doubled emissions from fires",piClim-2xfire,30,['CMIP'],['piControl'],"['AGCM', 'AER']",,['none'],3
233,['AerChemMIP'],"['CHEM', 'BGC']",1850 control with doubled sea salt emissions,,"pre-industrial climatological SSTs and forcing, but with doubled emissions of sea salt",piClim-2xss,30,['CMIP'],['piControl'],"['AGCM', 'AER']",,['none'],2
234,['RFMIP'],"['AER', 'CHEM']",As in piClim-control but with 4xCO2,,effective radiative forcing by 4xCO2,piClim-4xCO2,30,['CMIP'],['piControl'],['AGCM'],,['none'],1
235,['AerChemMIP'],"['CHEM', 'BGC']",Perturbation from 1850 control using 2014 BC emissions,,"pre-industrial climatological SSTs and forcing, but with 2014 black carbon emissions",piClim-BC,30,['CMIP'],['piControl'],"['AGCM', 'AER']",,['none'],2
236,['AerChemMIP'],['BGC'],Perturbation from 1850 control using 2014 CH4 concentrations,,"pre-industrial climatological SSTs and forcing, but with 2014 methane concentrations (including chemistry)",piClim-CH4,30,['CMIP'],['piControl'],"['AGCM', 'AER', 'CHEM']",,['none'],1
237,['AerChemMIP'],['BGC'],Perturbation from 1850 control using 2014 halocarbon concentrations,,"pre-industrial climatological SSTs and forcing, but with 2014 halocarbon concentrations (including chemistry)",piClim-HC,30,['CMIP'],['piControl'],"['AGCM', 'AER', 'CHEM']",,['none'],1
238,['AerChemMIP'],['BGC'],Perturbation from 1850 control using 2014 N2O concentrations,,"pre-industrial climatological SSTs and forcing, but with 2014 N2O concentrations (including chemistry)",piClim-N2O,30,['CMIP'],['piControl'],"['AGCM', 'AER', 'CHEM']",,['none'],2
239,['AerChemMIP'],"['CHEM', 'BGC']",Perturbation from 1850 control using 2014 NH3 emissions,,"pre-industrial climatological SSTs and forcing, but with 2014 ammonia emissions",piClim-NH3,30,['CMIP'],['piControl'],"['AGCM', 'AER']",,['none'],3
240,['AerChemMIP'],['BGC'],Perturbation from 1850 control using 2014 NOx emissions,,"pre-industrial climatological SSTs and forcing, but with 2014 NOx emissions",piClim-NOx,30,['CMIP'],['piControl'],"['AGCM', 'AER', 'CHEM']",,['none'],3
241,['AerChemMIP'],"['CHEM', 'BGC']",Perturbation from 1850 control using 2014 aerosol and ozone precursor emissions,,"pre-industrial climatological SSTs and forcing, but with 2014 NTCF emissions",piClim-NTCF,30,['CMIP'],['piControl'],"['AGCM', 'AER']",,['none'],1
242,['AerChemMIP'],['BGC'],Perturbation from 1850 control using 2014 ozone precursor emissions,,"pre-industrial climatological SSTs and forcing, but with 2014 ozone precursor emissions",piClim-O3,30,['CMIP'],['piControl'],"['AGCM', 'AER', 'CHEM']",,['none'],2
243,['AerChemMIP'],"['CHEM', 'BGC']",Perturbation from 1850 control using 2014 OC emissions,,"pre-industrial climatological SSTs and forcing, but with 2014 organic carbon emissions",piClim-OC,30,['CMIP'],['piControl'],"['AGCM', 'AER']",,['none'],3
244,['AerChemMIP'],"['CHEM', 'BGC']",Perturbation from 1850 control using 2014 SO2 emissions,,"pre-industrial climatological SSTs and forcing, but with 2014 SO2 emissions",piClim-SO2,30,['CMIP'],['piControl'],"['AGCM', 'AER']",,['none'],3
245,['AerChemMIP'],['BGC'],Perturbation from 1850 control using 2014 CO/VOC emissions,,"pre-industrial climatological SSTs and forcing, but with 2014 VOC emissions",piClim-VOC,30,['CMIP'],['piControl'],"['AGCM', 'AER', 'CHEM']",,['none'],3
246,"['RFMIP', 'AerChemMIP']","['AER', 'CHEM', 'BGC']",As in piClim-control but with with present-day aerosols. Note that this experiment is considered to be tier 1 by RFMIP but tier 2 by AerChemMIP,,effective radiative forcing by present-day aerosols,piClim-aer,30,['CMIP'],['piControl'],['AGCM'],,['none'],1
247,['RFMIP'],"['AER', 'CHEM']","As in piClim-control but with present-day anthropogenic forcing (greenhouse gases, ozone, aerosols and land-use)",,effective radiative forcing by present day anthropogenic agents,piClim-anthro,30,['CMIP'],['piControl'],['AGCM'],,['none'],1
248,"['RFMIP', 'AerChemMIP']","['AER', 'CHEM', 'BGC']",30-year atmosphere only integration using preindustrial sea-surface temperature and sea-ice climatology. Interactive vegetation,,Control simulation providing baseline for evaluating effective radiative forcing (ERF),piClim-control,30,['CMIP'],['piControl'],['AGCM'],,['none'],1
249,['RFMIP'],"['AER', 'CHEM', 'BGC']",As in piClim-control but with present-day non-ozone greenhouse gases,,effective radiative forcing by present-day greenhouse gases,piClim-ghg,30,['CMIP'],['piControl'],['AGCM'],,['none'],1
250,['RFMIP'],"['AER', 'CHEM', 'BGC']",Time-varying forcing by aerosols. SST and sea ice fixed at preindustrial control. Interactive vegetation,2100,transient effective radiative forcing by aerosols,piClim-histaer,251,['CMIP'],['piControl'],['AGCM'],1850,['none'],2
251,['RFMIP'],"['AER', 'CHEM', 'BGC']",Time-varying forcing. SST and sea ice fixed at preindustrial control. Interactive vegetation,2100,transient effective radiative forcing,piClim-histall,251,['CMIP'],['piControl'],['AGCM'],1850,['none'],2
252,['RFMIP'],"['AER', 'CHEM', 'BGC']",Time-varying forcing by non-ozone GHGs. SST and sea ice fixed at preindustrial control. Interactive vegetation,2100,transient effective radiative forcing by greenhouse gases,piClim-histghg,251,['CMIP'],['piControl'],['AGCM'],1850,['none'],2
253,['RFMIP'],"['AER', 'CHEM', 'BGC']","Time-varying forcing from volcanos, solar variability, etc. SST and sea ice fixed at preindustrial control. Interactive vegetation",2100,transient effective radiative forcing by natural perturbations,piClim-histnat,251,['CMIP'],['piControl'],['AGCM'],1850,['none'],2
254,['RFMIP'],"['AER', 'CHEM', 'BGC']",As in piClim-control but with present-day land use,,effective radiative forcing by present-day land use,piClim-lu,30,['CMIP'],['piControl'],['AGCM'],,['none'],1
255,['RFMIP'],[''],Prescribed anthropogenic aerosol optical properties. Aerosol forcings,,"effective radiative forcing at present day with specified anthropogenic aerosol optical properties, all forcings",piClim-spAer-aer,,['CMIP'],['piControl'],['AGCM'],,['none'],2
256,['RFMIP'],[''],Prescribed anthropogenic aerosol optical properties. Anthropogenic forcings,,"effective radiative forcing at present day with specified anthropogenic aerosol optical properties, anthropogenic forcings",piClim-spAer-anthro,,['CMIP'],['piControl'],['AGCM'],,['none'],2
257,['RFMIP'],[''],Prescribed anthropogenic aerosol optical properties. Aerosol forcings,2014,"transient effective radiative forcing with specified anthropogenic aerosol optical properties, aerosol forcing",piClim-spAer-histaer,165,['CMIP'],['piControl'],['AGCM'],1850,['none'],2
258,['RFMIP'],[''],Prescribed anthropogenic aerosol optical properties. All anthropogenic and natural forcings,2014,"transient effective radiative forcing with specified anthropogenic aerosol optical properties, all forcings",piClim-spAer-histall,165,['CMIP'],['piControl'],['AGCM'],1850,['none'],2
259,['CMIP'],"['AER', 'CHEM', 'BGC']",DECK: control,,pre-industrial control,piControl,500,['CMIP'],['piControl-spinup'],['AOGCM'],,['none'],1
260,['CMIP'],"['AER', 'CHEM', 'BGC']",DECK: control (CMIP5-era pre-industrial forcing),,pre-industrial control (CMIP5-era [1850-2005] forcing),piControl-cmip5,500,['CMIP'],['piControl-spinup-cmip5'],['AOGCM'],,['none'],2
261,['CMIP'],"['AER', 'CHEM', 'BGC']",DECK: spin-up portion of the control,,pre-industrial control (spin-up),piControl-spinup,100,['no parent'],['no parent'],['AOGCM'],,['none'],2
262,['CMIP'],"['AER', 'CHEM', 'BGC']",DECK: spin-up portion of the control (CMIP5-era pre-industrial forcing),,pre-industrial control (spin-up; CMIP5-era [1850-2005] forcing),piControl-spinup-cmip5,100,['CMIP'],['no parent'],['AOGCM'],,['none'],2
263,['ISMIP6'],"['AER', 'CHEM', 'BGC']",Pre-industrial control simulation that includes interactive ice sheets,,preindustrial control with interactive ice sheet,piControl-withism,500,['no parent'],['no parent'],"['AOGCM', 'ISM']",,['none'],1
264,['CFMIP'],"['AER', 'CHEM']","An AGCM experiment with monthly-varying SSTs, sea-ice, atmospheric constituents and any other necessary boundary conditions (e.g. vegetation if required) taken from each model's own piControl run (using the 30 years of piControl that are parallel to years 111-140 of its abrupt-4xCO2 run). Dynamic vegetation should be turned off in all the piSST set of experiments",,"experiment forced with pre-industrial SSTs, sea ice and atmospheric constituents",piSST,30,['no parent'],['no parent'],['AGCM'],,['none'],2
265,['CFMIP'],"['AER', 'CHEM']",Same as piSST but CO2 is quadrupled. The increase in CO2 is seen by both the radiation scheme and vegetation,,as piSST with radiation and vegetation seeing 4xCO2,piSST-4xCO2,30,['no parent'],['no parent'],['AGCM'],,['none'],2
266,['CFMIP'],"['AER', 'CHEM']",Same as piSST but CO2 as seen by the radiation scheme is quadrupled,,as piSST with radiation-only seeing 4xCO2,piSST-4xCO2-rad,30,['no parent'],['no parent'],['AGCM'],,['none'],2
267,['GeoMIP'],"['AER', 'CHEM']",Time slice at 1850 (picontrol) for G1ext to examine radiative forcing of abrupt-4xCO2,,preindustrial control SSTs with quadrupled CO2 and solar reduction,piSST-4xCO2-solar,10,['CMIP'],['piControl'],['AGCM'],,['none'],2
268,['PAMIP'],"['AER', 'CHEM', 'BGC']",PA1.3: investigate role of SST in polar amplification,2001,Atmosphere time slice with pre-industrial SST and present day SIC,piSST-pdSIC,1,['CMIP'],['amip'],['AGCM'],2000,['none'],1
269,['PAMIP'],"['AER', 'CHEM', 'BGC']",PA1.2: atmosphere only model pre-industrial control,2001,Atmosphere time slice with pre-industrial SST and SIC,piSST-piSIC,1,['CMIP'],['amip'],['AGCM'],2000,['none'],2
270,['CFMIP'],"['AER', 'CHEM']","Same as piSST, but with a spatially and temporally uniform SST anomaly applied on top of the monthly-varying piSST SSTs. The magnitude of the uniform increase is taken from each model's global, climatological annual mean SST change between abrupt-4xCO2 minus piControl (using the mean of years 111-140 of abrupt-4xCO2, and the parallel 30-year section of piControl)",,as piSST with uniform SST increase with magnitude based on abrupt-4xCO2 response,piSST-pxK,20,['no parent'],['no parent'],['AGCM'],,['none'],2
271,['RFMIP'],[''],Offline radiation calculations,,offline assessment of radiative transfer parmeterizations in clear skies,rad-irf,,['no parent'],['no parent'],['RAD'],,['none'],1
272,['ScenarioMIP'],"['AER', 'CHEM', 'BGC']",future scenario with low radiative forcing by the end of century. Following RCP2.6 global forcing pathway. Concentration-driven (CMIP5-era [2006-2100] forcing),2100 or 2300,future projection based on CMIP5-era RCP2.6 scenario (CMIP5-era [2006-2100] forcing),rcp26-cmip5,95,['CMIP'],['historical-cmip5'],['AOGCM'],2006,['none'],3
273,['ScenarioMIP'],"['AER', 'CHEM', 'BGC']",future scenario with low-medium radiative forcing by the end of century. Following RCP4.5 global forcing pathway. Concentration-driven (CMIP5-era [2006-2100] forcing),2100 or 2300,future projection based on CMIP5-era RCP4.5 scenario (CMIP5-era [2006-2100] forcing),rcp45-cmip5,95,['CMIP'],['historical-cmip5'],['AOGCM'],2006,['none'],3
274,['ScenarioMIP'],"['AER', 'CHEM', 'BGC']",future scenario with medium radiative forcing by the end of century. Following RCP6.0 global forcing pathway. Concentration-driven (CMIP5-era [2006-2100] forcing),2100 or 2300,future projection based on CMIP5-era RCP6.0 scenario (CMIP5-era [2006-2100] forcing),rcp60-cmip5,95,['CMIP'],['historical-cmip5'],['AOGCM'],2006,['none'],3
275,['ScenarioMIP'],"['AER', 'CHEM', 'BGC']",future scenario with high radiative forcing by the end of century. Following RCP8.5 global forcing pathway. Concentration-driven (CMIP5-era [2006-2100] forcing),2100 or 2300,future projection based on CMIP5-era RCP8.5 scenario (CMIP5-era [2006-2100] forcing),rcp85-cmip5,95,['CMIP'],['historical-cmip5'],['AOGCM'],2006,['none'],3
276,['HighResMIP'],['AER'],"Coupled integration from ocean rest state using recommended HighResMIP protocol spinup, starting from 1950 ocean temperature and salinity analysis EN4, using constant 1950s forcing. At least 30 years to satisfy near surface quasi-equilibrium",,coupled spinup with fixed 1950s forcings from 1950 initial conditions (with ocean at rest) to provide initial condition for control-1950 and hist-1950,spinup-1950,30,['no parent'],['no parent'],['AOGCM'],,['none'],2
